id,label,plane,tier,language,framework,primary_cwe,variant,acceptable_cwes,owasp_2021,severity,file,start_line,end_line,alt_locations,flow,sanitizer,obfuscation,build_required,source
c-e5b2f338,vulnerable,vuln,1,java,,CWE-89,dynamic-identifier,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/e5b2f338/src/main/java/audit/EventRepository.java,16,19,tier1/java/e5b2f338/src/main/java/audit/Cli.java:8:9,inter-file,ineffective,none,true,hand-authored
c-e660e6ef,safe,vuln,1,java,spring-security,CWE-863,wrong-role-checked,CWE-863;CWE-862;CWE-285;CWE-284,A01,high,tier1/java/e660e6ef/BillingController.java,13,13,tier1/java/e660e6ef/BillingController.java:13:13,framework-mediated,framework-implicit,none,false,generated
c-e6f91cf3,vulnerable,vuln,3,java,,CWE-94,unknown,CWE-94;CWE-95;CWE-96;CWE-78;CWE-470,,high,tier3/project-sources/spring-projects__spring-framework_CVE-2022-22965_5.2.19.RELEASE/spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java,269,312,tier3/project-sources/spring-projects__spring-framework_CVE-2022-22965_5.2.19.RELEASE/spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java:314:330,unknown,unknown,unknown,true,cve
c-e7a9c5ba,vulnerable,vuln,1,python,flask,CWE-770,unbounded-allocation,CWE-770;CWE-400;CWE-789,A04,high,tier1/python/e7a9c5ba/intake.py,2,2,tier1/python/e7a9c5ba/handler.py:4:4,inter-file,none,none,false,generated
c-e811f0b9,vulnerable,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/project-sources/apache__jspwiki_CVE-2019-10077_2.11.0.M3/jspwiki-main/src/main/java/org/apache/wiki/parser/JSPWikiMarkupParser.java,1189,1399,tier3/project-sources/apache__jspwiki_CVE-2019-10077_2.11.0.M3/jspwiki-main/src/main/java/org/apache/wiki/parser/JSPWikiMarkupParser.java:2031:2167,unknown,unknown,unknown,true,cve
c-e973850c,safe,vuln,1,rust,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/rust/e973850c/reader.rs,12,12,tier1/rust/e973850c/main.rs:3:3,inter-file,custom-effective,none,false,generated
c-ea28b0ec,safe,vuln,1,javascript,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/javascript/ea28b0ec/work.js,6,6,,inter-file,custom-effective,strong-update,false,hand-authored
c-eb56803d,vulnerable,vuln,1,python,flask,CWE-200,stack-trace-to-client,CWE-200;CWE-209;CWE-532,A01,high,tier1/python/eb56803d/handler.py,10,10,tier1/python/eb56803d/handler.py:6:6,inter-file,none,none,false,generated
c-ec1ce1b3,vulnerable,vuln,1,ruby,,CWE-502,marshal-untrusted,CWE-502;CWE-915,A08,high,tier1/ruby/ec1ce1b3/work.rb,2,2,tier1/ruby/ec1ce1b3/handler.rb:3:3,inter-file,none,none,false,generated
c-ec6f4d6e,safe,vuln,1,go,net/http,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/go/ec6f4d6e/reader.go,17,17,tier1/go/ec6f4d6e/handler.go:3:3,inter-file,custom-effective,none,false,generated
c-ed80ad84,safe,vuln,1,ruby,,CWE-502,marshal-untrusted,CWE-502;CWE-915,A08,high,tier1/ruby/ed80ad84/work.rb,4,4,tier1/ruby/ed80ad84/handler.rb:3:3,inter-file,custom-effective,none,false,generated
c-edfafaab,safe,vuln,1,go,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/go/edfafaab/work.go,4,4,,inter-file,custom-effective,aliasing,false,hand-authored
c-eeaf56d8,safe,secret,1,python,,CWE-798,chat-token,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/eeaf56d8/notify.py,1,1,,intra-procedural,custom-effective,none,false,generated
c-f0594ffe,vulnerable,vuln,1,java,,CWE-284,client-controlled-role,CWE-284;CWE-862;CWE-863;CWE-807,A01,high,tier1/java/f0594ffe/Gate.java,5,5,tier1/java/f0594ffe/Cli.java:4:4,inter-file,none,none,false,generated
c-f08297a4,safe,vuln,1,c,,CWE-122,off-by-one-allocation,CWE-122;CWE-120;CWE-787,A03,high,tier1/c/f08297a4/work.c,10,10,tier1/c/f08297a4/main.c:4:4,inter-file,custom-effective,none,false,generated
c-f147f84a,safe,vuln,1,kotlin,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/kotlin/f147f84a/Work.kt,12,12,tier1/kotlin/f147f84a/Cli.kt:3:3,inter-file,custom-effective,none,false,generated
c-f1872f13,vulnerable,vuln,1,php,,CWE-79,unescaped-output,CWE-79;CWE-80;CWE-116,A03,high,tier1/php/f1872f13/work.php,4,4,tier1/php/f1872f13/handler.php:5:5,inter-file,none,none,false,generated
c-f1c1d103,vulnerable,vuln,1,cpp,,CWE-120,unbounded-copy,CWE-120;CWE-787;CWE-121;CWE-676,A03,high,tier1/cpp/f1c1d103/work.cpp,7,7,tier1/cpp/f1c1d103/main.cpp:4:4,inter-file,none,none,false,generated
c-f2bb2126,vulnerable,vuln,1,swift,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/swift/f2bb2126/Work.swift,5,5,tier1/swift/f2bb2126/main.swift:4:4,inter-file,none,none,false,generated
c-f2ea7eef,safe,vuln,1,go,,CWE-77,argument-injection,CWE-77;CWE-88;CWE-78,A03,high,tier1/go/f2ea7eef/runner.go,13,13,tier1/go/f2ea7eef/handler.go:3:3,inter-file,custom-effective,none,false,generated
c-f2f5b04d,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/dromara__hutool_CVE-2018-17297_4.1.11/hutool-core/src/main/java/cn/hutool/core/io/FileUtil.java,308,313,tier3/project-sources/dromara__hutool_CVE-2018-17297_4.1.11/hutool-core/src/main/java/cn/hutool/core/util/ZipUtil.java:288:290,unknown,unknown,unknown,true,cve
c-f3830fc8,safe,vuln,1,swift,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/swift/f3830fc8/Runner.swift,6,6,tier1/swift/f3830fc8/main.swift:4:4,inter-file,framework-implicit,none,false,generated
c-f40fcd27,vulnerable,vuln,1,php,laravel,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/php/f40fcd27/store.php,6,6,tier1/php/f40fcd27/handler.php:5:5,inter-file,none,none,false,generated
c-f4190598,vulnerable,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/project-sources/jenkinsci__docker-commons-plugin_CVE-2022-20617_1.17/src/main/java/org/jenkinsci/plugins/docker/commons/credentials/DockerRegistryEndpoint.java,311,328,,unknown,unknown,unknown,true,cve
c-f4675f20,safe,vuln,1,go,net/http,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/go/f4675f20/runner.go,8,8,tier1/go/f4675f20/handler.go:3:3,inter-file,framework-implicit,none,false,generated
c-f4a253ed,safe,vuln,1,kotlin,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/kotlin/f4a253ed/Work.kt,3,3,tier1/kotlin/f4a253ed/Cli.kt:3:3,inter-file,custom-effective,none,false,generated
c-f4e7c49d,safe,vuln,1,c,,CWE-787,unchecked-index-write,CWE-787;CWE-120;CWE-121;CWE-122;CWE-788,A03,high,tier1/c/f4e7c49d/work.c,9,9,tier1/c/f4e7c49d/main.c:5:5,inter-file,custom-effective,none,false,generated
c-f4fa2876,safe,secret,1,python,,CWE-798,in-example-config,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/f4fa2876/billing.py,1,1,,intra-procedural,custom-effective,none,false,generated
c-f57bcc62,vulnerable,vuln,1,python,flask,CWE-79,tag-filter,CWE-79;CWE-80,A03,high,tier1/python/f57bcc62/page.py,3,3,tier1/python/f57bcc62/handler.py:4:4,inter-file,ineffective,none,false,generated
c-f5aa94a2,vulnerable,vuln,1,kotlin,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/kotlin/f5aa94a2/Work.kt,3,3,tier1/kotlin/f5aa94a2/Cli.kt:3:3,inter-file,none,none,false,generated
c-f5c739c2,vulnerable,secret,1,python,,CWE-798,connection-string,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/f5c739c2/db.py,1,1,,intra-procedural,none,none,false,generated
c-f5e71727,vulnerable,vuln,1,csharp,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/csharp/f5e71727/Report.cs,19,19,tier1/csharp/f5e71727/Cli.cs:7:7,inter-file,none,container-field,false,hand-authored
c-f633eb42,vulnerable,vuln,1,c,,CWE-122,off-by-one-allocation,CWE-122;CWE-120;CWE-787,A03,high,tier1/c/f633eb42/work.c,10,10,tier1/c/f633eb42/main.c:4:4,inter-file,none,none,false,generated
c-f72ac7f4,vulnerable,vuln,1,python,flask,CWE-20,unvalidated-numeric-range,CWE-20;CWE-1284;CWE-129,A04,high,tier1/python/f72ac7f4/ledger.py,5,5,tier1/python/f72ac7f4/handler.py:4:4,inter-file,none,none,false,generated
c-f73695d2,vulnerable,vuln,1,java,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/java/f73695d2/Runner.java,11,11,tier1/java/f73695d2/Cli.java:4:4,inter-file,none,none,true,generated
c-f76b9e60,safe,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/fixed-sources/jenkinsci__docker-commons-plugin_CVE-2022-20617_1.17/src/main/java/org/jenkinsci/plugins/docker/commons/credentials/DockerRegistryEndpoint.java,312,335,,unknown,custom-effective,unknown,false,cve
c-f890857e,safe,vuln,1,kotlin,,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/kotlin/f890857e/Store.kt,9,9,tier1/kotlin/f890857e/Cli.kt:3:3,inter-file,framework-implicit,none,false,generated
c-f8d10b30,safe,vuln,1,java,spring-security,CWE-352,protection-disabled,CWE-352,A01,high,tier1/java/f8d10b30/WebConfig.java,13,13,,intra-procedural,framework-implicit,none,false,generated
c-f98485a8,safe,vuln,1,python,flask,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/f98485a8/view.py,6,6,tier1/python/f98485a8/view.py:9:9,inter-procedural,framework-implicit,none,false,generated
c-f999508a,vulnerable,vuln,1,java,spring-security,CWE-352,protection-disabled,CWE-352,A01,high,tier1/java/f999508a/WebConfig.java,12,12,,intra-procedural,none,none,false,generated
c-fca6f294,safe,vuln,1,rust,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/rust/fca6f294/runner.rs,4,4,tier1/rust/fca6f294/main.rs:3:3,inter-file,framework-implicit,none,false,generated
c-fd28fe70,safe,vuln,1,cpp,,CWE-416,dangling-reference,CWE-416;CWE-825;CWE-672,A03,high,tier1/cpp/fd28fe70/work.cpp,10,10,tier1/cpp/fd28fe70/main.cpp:4:4,inter-file,custom-effective,none,false,generated
c-fd771cb0,safe,vuln,3,java,,CWE-94,unknown,CWE-94;CWE-95;CWE-96;CWE-78;CWE-470,,high,tier3/fixed-sources/spring-projects__spring-framework_CVE-2022-22965_5.2.19.RELEASE/spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java,273,331,,unknown,custom-effective,unknown,false,cve
c-fd991c0f,safe,vuln,1,python,flask,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/python/fd991c0f/fetcher.py,12,12,tier1/python/fd991c0f/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-feb38ef5,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/alibaba__one-java-agent_CVE-2022-25842_0.0.1/one-java-agent-plugin/src/main/java/com/alibaba/oneagent/utils/IOUtils.java,106,161,,unknown,unknown,unknown,true,cve
c-fee8e405,safe,vuln,1,javascript,express,CWE-79,unescaped-output,CWE-79;CWE-80,A03,high,tier1/javascript/fee8e405/page.js,5,5,tier1/javascript/fee8e405/route.js:3:3,inter-file,custom-effective,none,false,generated
c-ff229657,vulnerable,vuln,1,c,,CWE-22,unvalidated-concat,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/c/ff229657/reader.c,7,7,tier1/c/ff229657/main.c:3:3,inter-file,none,none,false,generated
c-ffd3725f,vulnerable,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/project-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java,640,654,tier3/project-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java:183:198;tier3/project-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java:619:638;tier3/project-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java:667:752;tier3/project-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java:1376:1378,unknown,unknown,unknown,true,cve
